"SES","Education","Health"
33.8449601591912,20.1230927898317,70.8113334254155
65.0240709103743,35.7478617657121,80.6789885282597
84.4400606115701,46.2820044065606,86.6780651175434
45.1118282682498,28.6810639118744,74.1122092136705
72.0328419279398,40.7371756753896,80.7383246950414
46.4463660023921,25.4822434975992,72.8108045267438
63.8523967683564,39.9982706686019,76.1337759112045
35.1621228994789,27.6362779016253,64.7500746283688
54.1346941743006,33.5055578641496,84.6718351597147
38.5450835965844,24.8992184652362,65.6736502555788
29.7183202370004,24.4720694170711,75.9159827210097
59.8253661534201,32.0698886877347,79.6509655748074
74.1447014053244,37.0232414203245,88.7126501427713
38.1723955118313,18.5831727641039,73.2012308105993
36.7418583121101,25.2765330006465,67.0862278750506
33.9122808230963,16.6269421784176,66.9293526715186
43.1278852782824,27.1781527349058,63.978588947239
59.9847052336734,35.3179038611865,80.1847478603412
60.6834231862809,36.6420995358211,75.4019449329889
56.6443134124874,35.7231842450431,73.8722115767381
61.3938096808877,36.4033073509664,75.7321477737204
42.9668350097131,24.6080004353795,67.573502931897
47.4093503317424,31.6359870618039,69.7352702722907
60.2307484907871,34.2821236387771,78.9411421579144
45.7763400763768,22.7165528638708,77.9986212014223
35.5756613910227,23.8908540036395,69.1854218790938
29.3352478290116,16.3839400039792,68.5608037435501
90.4637995495754,43.0250484976592,83.7775734792794
24.504274166556,17.9436456347084,67.0699480402663
50.439749791913,28.4150841872078,71.4008580080507
79.0147150422686,44.3868132127382,82.6143603461893
62.5626631276694,34.8288477150553,79.1696247703541
47.21980503373,26.0765867371665,72.8294492784027
57.9999376664658,31.2983967653021,77.2605013171747
76.7743436302214,38.9840645940434,76.3492293557665
52.844417297452,31.7024300442588,74.1746931023574
41.463687317201,28.2044428502692,73.4726579373551
71.7783941685818,37.4487054584617,77.4085204839828
78.0349017884798,40.1955610354607,78.8883458493296
35.2316765939369,25.6469118026645,66.4828099142111
60.7813514585655,31.7043777203865,78.0623766770761
51.9402094543739,30.2940710392851,74.2597327721831
60.5246196334004,33.7819974935451,88.4918759143697
57.9004674783117,30.8645540877921,73.8026417812673
49.692303515681,27.8975196923213,72.9809461880498
56.5737657096046,31.7072899626015,69.0934279909765
31.8420715144769,20.0910462551727,72.3999168851995
28.9337008425664,21.2874448607813,65.6973374149467
60.8112373581397,30.4965868240336,75.8686343027168
51.2905325491509,31.6429679715548,77.5492649856897
48.0257443788731,27.8026066337602,79.6348697439635
24.8592203159024,22.3404877372186,64.9775522380049
41.4575301384783,27.8618766531675,68.581364029098
52.8830772634482,29.6168348657988,74.2606113537118
42.7051561887077,26.0395158645559,76.7225557844042
51.2192601949081,32.3158823171242,73.3876094840981
55.7734587017645,34.5157764348159,74.9036956426458
47.9374704344273,30.6051138557909,75.917448156069
56.4138966385864,33.5504159557804,77.802677608201
46.3540332719096,23.197810883003,77.0219684752191
45.2247075821916,28.4480722969128,61.5421403970736
46.1884040973798,24.2204755229024,65.6349668917223
59.583311452446,34.06142771394,68.9924354735164
62.3159807474913,32.9438925723639,77.4639006962531
85.0321862987294,43.6963563813163,74.474091371266
35.2503866358341,20.5598969915729,67.6695553005803
39.3881383999061,25.2621778005742,71.9633174244999
59.6622365202488,38.4232169310523,84.6201004283853
74.5649799491931,45.3014872141982,77.4361482469616
68.3997226199646,29.8939694975252,76.9950777953387
42.9844157250378,22.2307995388459,71.9243392127444
39.8265340439302,21.6680477734563,66.9799094329149
75.4460340699566,36.3495239292271,62.8637163487102
73.142702751336,45.4943834986521,85.8420680459695
53.2179138809141,34.3337736144125,71.5865434528147
75.5103244362848,39.8752913259888,75.2929355325808
49.8801975552816,32.8966356652006,73.9095951253078
37.7314945279585,31.8766394316153,66.345509850768
49.2408474457468,31.6076087497094,76.911048895999
51.1988162982355,35.8061361478352,70.5292007483813
26.6064335315893,17.2000687702263,70.9304150054208
47.4275306488056,25.7330444782586,70.6891684742573
43.720893607515,30.6922070193833,66.038366007389
57.3693022704974,35.6229804822917,78.0284053852938
42.0315735315346,29.4229189424329,82.715911506286
57.2333017660234,34.3506081010151,69.3458621840563
58.0443656007399,31.8044651617578,72.3074106776583
45.8101368821165,31.1729447343082,65.6055965590404
49.3473910294912,35.2821391856727,80.2967877046247
85.7227293793927,48.0103140383693,82.0670559284531
73.2204667003342,35.14574402508,66.6696233972261
73.3214299779347,40.7526026230483,67.3464829078471
50.8716684517087,30.3857064546466,77.4137434350694
37.4033162670925,25.2226263186942,70.8466398446365
58.5668517298322,32.8796361106429,64.6920794649861
50.9907167384458,26.5992758979024,66.7270051825769
103.76989239395,52.5018086964021,87.9342017884952
21.021566695231,22.4638125710523,65.4791746039259
46.9575124363103,33.6927021833122,62.4085740432321
72.2557280640966,40.3420879121967,81.8265462059795
18.5222539975324,15.1999538652394,62.5021416266711
46.1052700091486,26.6930581454186,77.7471690839627
55.0110190383078,30.1701116694689,76.0045011559874
46.7054361255017,30.4922245810334,77.5903964443651
36.0234229506634,23.7020791621934,59.1859651821458
48.1663967255514,37.9792069650907,75.774663524895
70.0779263519264,37.2262967028243,82.7761003234914
29.7750321493345,22.3542914049429,70.0646134626523
71.2225358676497,37.868629398554,72.2277125682899
63.7107341827202,33.5566132577334,75.6888524374143
31.4496812226003,25.1225879606938,58.277275595253
27.4885946798806,19.4127214927503,64.0134974807717
50.518080258448,30.2143443747036,68.8885368964299
54.2944946810404,30.8721571717623,75.2995184523081
67.7931214076841,28.6318246059118,87.7680358741217
49.4367594223618,31.7274947179278,74.0424215666125
56.3055739096034,32.9955070771814,71.9870735597217
69.3386972351415,35.1751678260605,81.9531294123168
67.5603377764943,41.1134353685199,80.7239174057996
62.3914048112707,31.1678734109948,76.8415919423373
54.8587559763573,26.6096627533807,70.4285988193408
55.7142561718182,30.2249435335006,76.8441848886244
68.0392937418994,33.66271092988,80.463237773809
66.5330862609821,38.9822664095758,78.0925949652253
49.0772759003128,29.8888016729759,81.8846898123951
55.4688487099367,31.0773551562365,85.3978609199779
75.3882844997866,40.1833229010439,73.9010947857311
72.0705051870798,35.9750232998134,80.0247633393187
35.3412850798382,24.6816671661287,62.673380403685
71.723025118729,39.2602295795902,75.2073095623187
48.712165091122,29.2696497282545,70.0053764776699
26.3934529751982,20.5488260599275,65.8941372839834
69.3871423920004,34.4302000710627,86.1374919483265
51.2670163335157,33.3123818355271,68.6660469804927
64.5056899472013,31.3447576236685,78.6985612674115
79.0866949132553,48.3203036605816,83.7073291114526
66.1980895724845,41.3516414966072,77.7595999617088
44.6960970975027,29.4377327147611,73.9736083071839
47.9761531292215,25.1343753414026,68.7419457372441
35.1930135003875,25.3555768830415,66.5062902930722
37.6743778090941,20.0801883680176,66.0161628437034
57.342963837721,32.1273546695954,63.3735543195728
45.5108381163578,30.5767081258648,74.5076450033636
59.8738234786153,36.4713553077651,72.8911474551944
62.4861432450619,35.0933657525761,74.7400166424172
55.4519489183404,31.4662883057905,77.1892830473797
44.0203151207457,28.3987829067507,71.2544963610489
27.5310501574145,16.2370645407702,66.3255110749353
51.719422629087,29.559063845094,70.2840987977807
34.4327507399506,29.2106817457113,76.6874989538865
59.6896830689235,28.6615741797157,75.6199737338978
61.5926810008787,39.5244058525874,75.9960887373481
54.7402123718062,33.480401273188,78.5843818696449
34.4283076280265,22.6899904914179,70.5039986466676
38.6729406486672,32.1820269313023,65.2671720650317
42.6274353546113,26.9303752894196,68.6245939784201
52.2083861766177,36.5657304653391,69.1664707457111
85.34754564928,44.213432209525,72.9193762734959
36.1899684934114,26.1362636066659,68.2125793228431
17.6472832518673,15.3358604644203,67.3815619585473
48.1939992565805,26.4925886833137,69.4577041103993
37.4113350565444,18.9632576987333,71.5588255821743
17.4134013692783,15.0991544588138,68.1313546675668
36.8853803576857,26.93558884253,68.6565407885347
44.3963097664625,24.451973996849,68.7259505030595
33.4670343185536,19.9084254148614,64.8561489278387
60.7348979099517,32.9772422447225,73.7868692982981
63.6146045852626,35.9232444543957,83.7246998924284
45.127922993223,26.5673671406901,71.7374487961486
27.7762110157738,24.7475879430526,64.6331128488207
58.9125670829531,34.4429241109167,72.4759480115988
37.1768796932068,24.7626244941856,69.6597030003557
37.5512369505118,21.7126464725062,70.044574282771
52.2366022244623,28.0877200289377,79.7873325505776
35.3578093792393,25.5256357321566,66.7226449844481
45.5797338851542,27.2348031662298,76.2796448901287
38.4353762627698,28.6926403115752,66.4539420404654
55.8842556061811,27.4526214279191,75.0698198065503
37.3054114267326,25.9277429724791,67.597990431227
37.3436010360432,23.3634680794469,74.3654254800373
35.571673335676,28.618782560177,75.8794973322554
50.1657448003482,31.347832046099,80.2182416038532
68.2242344813277,34.214304332002,80.4786998580937
36.6668222639257,20.7425539416019,66.6399427342226
53.271518921699,31.9974132285655,72.6967142697858
40.1582450058944,25.142234168922,71.5462349773677
33.67226229079,23.2174056176895,57.9812298384913
66.3669634716155,36.049589866813,83.6937261813694
41.461590175133,28.5496737460437,65.0205008071872
74.312151958859,36.500356599011,76.281278504704
39.6951733162439,36.2907981368952,76.5821238768069
59.8549505535295,34.8242228985638,77.0126190268711
66.6603832285206,35.0550317523691,79.0267783282352
82.1108109509949,42.4100038940609,76.7792095911138
37.5354228630141,26.6405607287273,61.3753978956319
51.146087842972,32.360960716766,68.8292853328415
64.0373666929858,30.2903784704795,78.519394411448
42.4749994570278,20.7915921287515,74.2047262168616
58.9228019577677,33.2994000547174,74.9474764425265
43.5402324629544,29.9264995193578,68.9143363835177
32.9999142099081,23.6986881832438,70.1500026795169
16.4424266034555,19.6535473617206,60.9984668880063
57.7195935866471,34.2974028090577,76.9868344266987
44.8713932725562,29.1833336686109,65.7109830349793
75.7681614322893,45.3478250569831,88.2491183559097
33.2543313701306,20.115409828347,54.7886372306109
42.6728057125573,24.6954153359885,77.7578905099769
62.1099844011164,36.0095305829295,72.2509486096991
46.0848688749382,29.1959430483264,77.7826324558454
57.3208987673987,26.3668546292015,67.028787530983
70.2917573145427,39.7301042256675,75.919264944669
82.6522338696388,39.191234312735,81.7171474200447
50.7708066681026,26.6316907567647,67.6452053459144
37.4285683214688,30.1527679869148,66.6832588495119
33.7307748603737,26.9733833540204,70.9079850895231
41.8020084638999,24.4763186343051,73.1929723648857
43.6023544294294,32.440958746563,64.7618755362626
31.8350366690032,21.1449223938873,62.9256959454485
58.9668949666854,36.672703038592,75.7775597497205
71.358436836259,42.6735287076983,84.9266151107605
43.3505206166248,31.3332171214379,74.5730771369325
34.3949980148857,27.5219670542618,61.0015841419788
30.8915438238913,21.4946138681287,64.1225322593512
61.552274180177,32.9807031175935,66.1970083730636
50.4728393296479,33.9509181450542,76.5401891541769
21.427178728426,18.3557027344934,61.001533934471
48.1436723428164,27.2101590733338,71.9815865206214
50.0049256582016,26.9269808884236,75.5469392056292
37.3433248290672,28.8420633757765,68.6705729669729
31.6799994435661,24.9461822536465,63.6723445464912
43.2052100957674,31.7209270444356,71.376996149813
39.4652010307831,23.9273931930693,63.2096144876358
39.8842942177231,26.7327793688579,81.8433649130892
15.4546521427114,12.9222980821524,51.3844809491195
47.7600064282569,29.3626732608847,82.9583823773737
64.2303438495519,33.153530192663,78.9145705977338
67.3454369078535,38.1048923562526,73.9176330408687
81.1152872884643,42.3332074693465,81.6531236102282
53.9793495548219,35.9285447687062,73.2533914089004
34.219942562893,24.6396504714653,79.8173288496095
57.5351335432794,31.8021119448545,85.4236944967402
66.497675346828,31.3783581473055,80.4586439099369
78.2975724562126,39.9605651457247,78.1534343950888
62.1688025103409,33.1092584844576,76.300427090292
71.2736571319094,41.9532199857129,73.9128838497622
56.5875485255443,34.0071091891518,69.3598953151495
30.8374758709835,20.5715712622177,66.1876633779904
37.0794019218283,25.5155055908162,76.9242437474751
78.3047881245663,41.7243584753653,77.1846673479181
60.5613096977436,35.2125071954402,76.5201488670655
39.9841921200196,25.1011402070794,76.4599473096807
39.4142848691427,29.3206778668507,71.9736247501895
36.1892213012844,28.4042946803895,71.686131594174
52.2270993799404,27.3794739566299,69.7876249342673
46.2497395830084,31.4882524321037,72.170812659122
35.8734656883305,22.108395225262,64.0340511484354
68.2129852795839,37.9507970812303,73.2752740086529
50.2784964950034,33.1142342915489,66.7646743315506
61.3674754918632,36.0294199724232,73.127861254868
44.2990595000599,27.6942905474201,72.7495037952129
52.6242307002083,31.3381032366819,72.6527648343259
65.5028496353714,42.9532555716982,71.4980281940404
60.1358599314871,38.3642480466643,70.1678818547664
64.1192186436886,35.6789107060909,69.3258720285945
22.6005489122908,18.0778438903619,67.7206492383447
52.6580657194484,36.5882508895655,74.5353285789875
47.122882070791,29.1189270039924,64.7109057651015
40.2470193498526,27.3071861942914,61.6521019715178
41.5895548811,30.5640030664125,70.0469581505294
75.1364868994991,38.2148320916234,76.4825765784333
56.4580190065886,31.2767673478772,68.07877623426
47.8309006946413,27.9860420250441,77.1599312643033
64.0853856821615,36.1481388011944,75.690321359611
41.8175487571506,19.4773321125196,70.3550982966036
52.0827554482347,29.5785878695351,76.0984699789494
71.7029347002883,40.8027605748168,80.0276485246701
45.010578707742,28.9396540890477,69.6128702897996
38.0126559160518,26.2569828367679,63.8308824685119
41.7756088230139,21.9496472913277,76.3552437313371
34.2380569322087,24.3447877351226,60.0055852164912
53.7899373654999,31.1717254175618,80.344729563398
54.9179278099295,32.028185493659,71.0244553066947
62.8350860073575,37.8124051887564,86.086105460506
77.0264340744124,45.1548260723989,78.2328060035394
71.078612176231,37.6753522543273,75.0125681164561
31.238123087965,20.7028353976833,68.0155151058572
79.9866328170913,41.251430607588,86.5818963594018
52.0891773138822,33.1587687460078,63.9740433114186
44.1999634484041,27.3242237608514,69.5100468889977
77.8345353566521,39.8810703293582,80.93143981209
56.4328307671442,32.4158532470845,74.8470617773693
75.9618520938465,44.4465914460398,79.5702206833372
49.3471448879102,26.9769036732433,70.7201269791612
39.0337128779373,24.6811710291841,64.0565945999963
20.5105388566906,15.0368066381304,79.4342321684885
66.9029797278278,43.4774246585302,69.4688102077871
36.6787341734883,23.2523072492956,74.088403644472
63.0703889058799,37.9463178187946,70.2283905910434
51.7984034992451,30.8331121944805,62.9551375905711
57.0865241720511,32.3085228197491,75.0252435278019
68.9995986473009,36.5150123830841,87.7947401227923
42.7202543157965,24.6772371000639,73.8260169431311
43.0769962072349,31.2555275361201,62.5810213410092
46.5236249408185,30.4872419394623,68.3385276651181
65.9053065865728,36.4555147586117,72.7247853170868
42.8782144324809,23.8665457245841,64.9938941304973
47.3673457856343,27.4876961175778,76.9799028310161
61.9448674863372,37.6372280443272,87.8764189807414
61.6811797377961,31.68893185084,68.153713112851
61.9520384936914,33.0652044299224,79.599331850232
50.7357735925451,32.6438289817289,67.3517034298886
61.4391940225223,35.7197768722762,80.831332168205
54.2898960445459,29.9157838959469,74.6754549227833
40.5077744277076,31.1609551313654,68.7107456542395
77.0657672120165,37.2540060793818,82.8166955701719
22.0548354047863,23.0689665176221,76.5660931835071
62.6829257181958,37.5156887388558,82.7310643076561
55.1250152434191,25.7572929522983,72.7982634100937
50.341664092152,31.0971608843238,76.3623388721358
40.8290001733003,28.7346754305923,64.7367456923378
46.0920984128787,26.0617974030231,73.6739247239504
77.0850547196456,40.8020230981563,84.0740122378277
48.5450109949452,24.5474505781447,74.4315503632579
44.2326995032241,24.9703786456263,68.0758979032169
36.8245678624248,25.1401273122378,68.9807109294125
42.5663221709462,27.8400927379744,67.7339875688487
48.7356131963832,29.2732616329382,74.3982194847268
29.6341689941751,19.5303766123859,65.8573888008247
67.1404672515061,38.637635307181,75.6709679724641
51.4674055617078,34.5694759034282,69.7039174269666
71.9753154289514,36.987618676129,83.3297798529977
64.8565377908643,36.1121356910988,77.9011140550396
71.2158012608341,36.893091635588,73.0357219969359
29.9615334602999,21.7419170309891,68.7462512357595
58.6937545758989,33.9597685903737,71.9326951262356
44.5726817855203,27.5226510202172,71.6593505343954
49.2972132552232,28.6546353927311,81.6543858395042
41.0078379288234,24.9894531302493,65.0469904557802
53.2265673983425,31.3927594914218,74.4065607852227
51.4044722821856,29.959625290804,65.7321435382026
18.2024837730298,15.6476476229041,67.6307079934092
62.7866463323706,36.2467453418848,68.4888456835222
52.3156185846989,32.1374319156209,64.5700805319052
35.4220753969188,24.6795409713966,71.6415836382335
33.478582461153,20.088193220799,64.6170900296489
39.6463266755435,27.0659397680907,60.0569169402752
26.2454761668313,21.7756389983654,59.9390517870112
52.0664909977075,29.9772102424959,78.3942872169238
72.5351593244424,40.6749599461236,79.0129653020357
52.8932238072241,34.9503582203209,74.2629299482345
57.9073210178574,34.1463357967268,78.9428440838753
27.7519056319643,23.3960813727139,67.9310259912824
26.9119891503589,24.6125160365743,50.8215844640451
36.5535066962852,29.5980634800021,69.2367926475925
60.8160496962233,32.8842304390846,68.233155400522
36.7324708297018,23.4694847881195,64.5169382815555
58.3789778856283,32.3648347790641,66.4495400640637
46.7189374273057,31.9908047344741,73.5252225523737
55.754352235799,34.0468947766677,85.3668699840988
34.4131983462974,26.638616946791,71.0360239344832
35.7651162714376,25.2103119215871,78.6020401713724
48.4375856902482,28.50965108538,70.9487513089017
46.8693334591414,24.3792786199758,69.0301080816159
23.1690470712174,14.1536642065004,69.7227712846821
58.0562663162976,39.2561701004056,68.2522020279504
20.7545589486074,18.3137075768013,58.5678149629788
43.7714830767018,29.1832589503872,56.1017049025723
50.8269450588953,32.4142590803605,61.5781453790203
39.4700042136684,30.1269653958323,67.6592301912743
28.9424145113904,23.4773720346347,67.8588242702951
44.0176410366122,27.6861674255264,69.2544240957569
48.3436730065279,31.5660957510748,62.5684217390277
36.138823230899,25.4974394687416,63.2644840978997
29.6413549937637,19.9705772197776,63.4644213765696
32.0809327587307,25.7078488823891,72.5172445806524
42.0726833106832,27.3223973747046,72.0983708230542
43.2105966991858,27.1801209767852,66.6677127989816
71.2922778974201,35.7546797128447,69.7502167568194
30.7147828322643,25.7300785818173,66.8465351076263
55.7172340904297,31.117253306083,65.0473489131425
43.7379709835334,27.1973986035812,67.600072669786
51.392921311816,30.4732703376248,71.308404980024
40.0462319633567,25.8475261307308,76.1241850672625
62.0424108426133,36.4839413872907,79.9899140238508
24.4537603190817,22.4872756446132,67.1329653949599
52.3086060884726,32.5333117000912,71.9971594609702
50.3911324988204,25.7428945847337,70.1577515150282
65.8379506862766,29.1071020497049,79.4697492401202
46.6329932847424,27.5581451805584,64.6877472535676
57.4489458405955,32.4357728823357,72.5914181045917
55.9945093195525,31.9506148998386,80.1538752196005
40.2963087397177,21.9403794143089,66.0070480448543
48.743558528187,27.45934567814,64.5525287237718
47.9956819998572,23.740918894101,72.0034862700596
66.7940578321129,44.6345697882916,78.1743039805509
53.5883145887391,33.0751506701504,81.9297664765411
54.3590332378678,31.7251514783589,69.0522781085435
85.1540212762796,38.3911901069369,78.6554362675793
56.244471685796,31.6974385608229,80.2611606989605
55.4372161680392,34.6361794978076,72.5197949460663
57.9752393821418,35.5246763730055,76.0149915924703
73.2206335750972,40.6505295006066,80.6566756721792
64.4223245090866,39.9990863227897,82.5365419990141
55.0765426790969,26.5974247563493,78.3540219699239
40.8357049359633,23.0269267511244,70.0040629108413
55.355780756153,32.0848086885105,67.3931311554622
52.1226301981578,31.2969632383033,72.6341706998089
22.4556298433203,17.3849563265333,69.3133814724258
26.8845343040924,24.3473521002476,73.1049347274415
23.084257033732,13.1059155068087,69.0967283439628
71.2177236268811,35.4441568563126,70.1909791337456
59.2750683764146,38.5217820147154,75.4498826525305
14.7431691920108,18.5743177792754,58.0288817079984
57.0054737914117,28.2490728316508,71.8642422707716
50.9574790721527,32.8535764573175,67.2470057956893
46.1560933726959,29.5591240931039,80.0762351752821
38.8321694261995,21.5401027655501,68.7875275585504
30.9646208518366,23.4645768041377,77.0482863164601
62.9394201189619,37.8547518775508,67.0246196984183
41.3459799215448,23.55309498092,66.4192078739109
48.0159897756495,30.7654116780172,75.9803501554666
58.8024215088199,29.8137682586781,72.0392553272499
58.025004154964,34.7991822849518,84.4352727524355
44.0988509454912,24.6904152153287,67.7657106588508
41.8908587418596,25.6291070439811,59.6879043431068
53.8917637285187,28.4314993379078,73.012803447506
32.3258185848671,25.0233295062374,66.0944540612235
54.5920771782301,31.4034844610339,72.9563827817032
52.6022184368053,32.53651756614,69.0217296130121
