"Talent","HardWork","Success"
3.14680548073823,8.10550864644401,1
5.79034320298585,3.74201027359155,0
5.14834280109878,7.83849907740528,1
2.88701333279392,2.25866931380565,0
4.84489099296321,3.20593795964273,0
0.167939515746863,5.27422564638926,0
6.61903975696544,1.5912484794399,0
3.26050029341151,5.64061611758927,1
4.74984511631295,0.737912763805069,0
5.82230323756908,3.51509713319613,1
3.29912938990647,3.09611646855989,0
7.93310214241681,6.8679758394492,1
5.61375708641942,2.80103423552954,1
5.85936166560011,7.59422020244802,1
6.62075412949598,3.37626197707977,1
6.8423458222484,4.32361557250465,1
6.08961576638938,3.34183971643116,1
9.73919004710605,7.1533043632988,1
3.79381147728218,2.34421038897781,0
8.1216792535,6.47981499692213,1
2.29232770403485,6.9533463012458,1
3.98399079784732,4.24636950270426,1
4.04337773516204,2.39821749002789,1
3.20365943553685,6.45040868984991,1
5.21654904749173,3.05935964611532,1
6.29975912521868,3.22517528136334,1
3.35905321451599,3.62756644557799,0
5.71952305711516,3.13168624728519,1
6.26664985687596,8.31665465628891,1
5.19563183773107,6.22826330789382,1
3.39763248810002,5.67728257494898,1
2.79541369326534,3.847982078975,0
3.29668597485532,7.10135117020453,1
6.038836346096,2.96710553773988,1
8.56463122659146,4.57965959396921,1
3.79994597956764,7.20597120520896,1
7.94405763744415,3.132486870461,1
2.92490577583129,5.07467932356252,0
3.8571013124226,3.46184770848306,0
4.8464217791302,4.2248675401834,0
4.14005523905156,4.89232051573403,1
5.35669030317908,4.62291504804694,1
6.66984268233412,6.93139682651527,1
7.09330151367039,6.25181319378138,1
6.52499207551424,6.63578564608243,1
1.98896264940055,6.69287625283407,1
3.81858117687611,7.66339464631556,1
4.29323116382415,5.45393651000565,1
6.38655582323228,6.3070196395855,1
1.86825443005495,4.31871131053787,1
3.64420534629791,4.76804187531321,1
6.33043199682206,6.07170095787773,1
6.91049008361398,4.32462647474009,1
5.58200894134737,4.25116243659249,1
8.36904796916356,5.54556711036951,1
0.171670275842122,8.07183560336109,1
5.45979526724108,2.21622062718938,1
4.86391084173082,4.05672998294516,1
2.99652989205524,5.76317003616976,1
3.87996907381727,5.63868217252628,1
5.48113605436721,2.17046763510098,0
7.42788302903774,3.52057149750011,1
5.50471697032805,2.75653769464565,1
6.30482820938477,4.90887080601554,1
3.14221471007995,7.62712628131548,1
4.11061209818675,4.99683591539014,1
4.92131562915247,4.57581753236821,1
5.28616011432042,9.50695001851175,1
6.05839995775366,3.78750573578152,1
4.628883023364,5.22764551020661,1
6.53335011724249,4.33051909158327,1
5.5286460319642,3.18543660524278,1
2.2883554473424,6.21171543684747,1
5.71814309664338,3.95436831166701,1
1.58349432110734,6.70087878541959,1
3.72814344528955,4.18392785705796,0
